id,fund_category_fund_level,fund_type_fund_level_3,fund_group_fund_level_2,fund_fund_level_1,department_cost_center_level,division_cost_center_level,cost_center_cost_center_level,account_category_account,account_type_account_level,adopted_budget,amended_budget,fiscal_year,account_description,center_value,fund_value,account_value
2814,Governmental Activities,General Funds,General,General,Police,Police,Investigations,Revenue,Other Revenue,220000.0,220000.0,2023,Revenue from Other Agencies,44050,1001,4780
2815,Governmental Activities,General Funds,General,General,Police,Police,Police Traffic,Revenue,Charges for Services,2000.0,2000.0,2023,Special Police Fees,44060,1001,4231
2816,Governmental Activities,General Funds,General,General,Police,Police,Animal Control,Revenue,Licenses and Permits,190000.0,190000.0,2023,Animal Licenses,44070,1001,4101
2817,Governmental Activities,General Funds,General,General,Police,Police,Animal Control,Revenue,Fines and Penalties,2500.0,2500.0,2023,Other Fines or Penalties,44070,1001,4590
2818,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Licenses and Permits,199731.0,199731.0,2023,Fire Occupancy Permits,48020,1001,4170
2819,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Licenses and Permits,311784.0,311784.0,2023,Permit Fees - Hazmat,48020,1001,4173
2820,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Charges for Services,28196.0,28196.0,2023,Permit Fees - Inspection,48020,1001,4201
2821,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Charges for Services,190000.0,190000.0,2023,Permit Fees - Plan Check,48020,1001,4202
2822,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Charges for Services,500.0,500.0,2023,Administrative Fees,48020,1001,4390
2823,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Fines and Penalties,5000.0,5000.0,2023,Other Fines or Penalties,48020,1001,4590
2824,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Prevention,Revenue,Other Revenue,3500.0,3500.0,2023,Revenue from Other Agencies,48020,1001,4780
2825,Governmental Activities,General Funds,General,General,Fire,Fire,Contracted Fire Plan Review,Revenue,Charges for Services,150000.0,150000.0,2023,Permit Fees - Plan Check,48021,1001,4202
2826,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Taxes,648800.0,648800.0,2023,Sales Tax - State Aid Public Safety Services,48030,1001,4064
2827,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Charges for Services,500.0,500.0,2023,Special Fire Fees,48030,1001,4241
2828,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Charges for Services,2000.0,2000.0,2023,False Alarm Charges,48030,1001,4245
2829,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Fines and Penalties,500.0,500.0,2023,Other Fines or Penalties,48030,1001,4590
2830,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Other Revenue,500.0,500.0,2023,Bad Debt Recovery,48030,1001,4720
2831,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Operations,Revenue,Other Revenue,7500.0,7500.0,2023,Accident Recovery,48030,1001,4725
2832,Governmental Activities,Internal Service Funds,Equipment Replacement,Equipment Replacement,Fire,Fire,Fire Support Services,Revenue,Other Revenue,0.0,18100.0,2023,Sale of Surplus Property,48040,4031,4703
2833,Governmental Activities,Internal Service Funds,Equipment Replacement,Equipment Replacement,Fire,Fire,Fire Support Services,Revenue,Other Revenue,0.0,56000.0,2023,Other Revenue,48040,4031,4790
2834,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Services - External Training,Revenue,Charges for Services,260000.0,260000.0,2023,Special Fire Fees,48051,1001,4241
2835,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Emergency Medical Services - Patient Care,Revenue,Charges for Services,1200000.0,1200000.0,2023,First Responder Fee,48070,1001,4242
2836,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Emergency Medical Services - Patient Care,Revenue,Capital Contributions from Developers and Governmental Activities,0.0,15837.0,2023,Contribution for Capital,48070,1001,4640
2837,Governmental Activities,General Funds,General,General,Fire,Fire,Fire Emergency Medical Services - Patient Care,Revenue,Other Revenue,0.0,23000.0,2023,Revenue from Other Agencies,48070,1001,4780
2838,Governmental Activities,Special Revenue Funds,Grants,Community Development Block Grant,Economic Development,Economic Development,Old - Housing,Revenue,Grants and Contributions,1298995.0,1820133.0,2023,Federal Grants,54011,2201,4401
2839,Governmental Activities,Special Revenue Funds,Grants,Community Development Block Grant,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,120000.0,50000.0,2023,Program Income,54011,2201,4735
2840,Governmental Activities,Special Revenue Funds,Grants,HOME Inv Partnership Program,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,300000.0,300000.0,2023,Program Income,54011,2210,4735
2841,Governmental Activities,Special Revenue Funds,Grants,CalHOME,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,70000.0,70000.0,2023,Program Income,54011,2220,4735
2842,Governmental Activities,Special Revenue Funds,Grants,BEGIN,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,30000.0,30000.0,2023,Program Income,54011,2230,4735
2843,Governmental Activities,Special Revenue Funds,Affordable Housing,Housing Trust,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,250000.0,250000.0,2023,Program Income,54011,2821,4735
2844,Governmental Activities,Special Revenue Funds,Affordable Housing,Affordable Housing In Lieu and Program Equity,Economic Development,Economic Development,Old - Housing,Revenue,Charges for Services,1000.0,1000.0,2023,Administrative Fees,54011,2824,4390
2845,Governmental Activities,Special Revenue Funds,Affordable Housing,Affordable Housing In Lieu and Program Equity,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,200000.0,200000.0,2023,Program Income,54011,2824,4735
2846,Governmental Activities,Special Revenue Funds,Housing Successor Low Mod,Housing Successor Low Mod,Economic Development,Economic Development,Old - Housing,Revenue,Charges for Services,40000.0,40000.0,2023,Administrative Fees,54011,2841,4390
2847,Governmental Activities,Special Revenue Funds,Housing Successor Low Mod,Housing Successor Low Mod,Economic Development,Economic Development,Old - Housing,Revenue,Other Revenue,123000.0,123000.0,2023,Program Income,54011,2841,4735
2848,Governmental Activities,Permanent Funds,Citizens Benefit Fund,Citizens Benefit Fund,Economic Development,Economic Development,CBT - REACH,Revenue,Other Revenue,2000.0,2000.0,2023,Donations,54092,3901,4740
2849,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries","Parks, Recreation & Libraries Admin",Parks & Recreation Administration,Revenue,Charges for Services,30000.0,30000.0,2023,Parks and Recreation Use Fees,58001,1001,4363
2850,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries","Parks, Recreation & Libraries Admin",Parks & Recreation Administration,Revenue,Charges for Services,70918.0,70918.0,2023,Administrative Fees,58001,1001,4390
2851,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Parks Maintenance,Revenue,Charges for Services,3200.0,3200.0,2023,Refuse Container Fees,58110,1001,4297
2852,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Parks Maintenance,Revenue,Charges for Services,297450.0,297450.0,2023,Parks and Recreation Use Fees,58110,1001,4363
2853,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Parks Maintenance,Revenue,Charges for Services,414168.0,414168.0,2023,Administrative Fees,58110,1001,4390
2854,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Parks Maintenance,Revenue,Other Revenue,8000.0,8000.0,2023,Accident Recovery,58110,1001,4725
2855,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Parks Maintenance,Revenue,Other Revenue,57453.0,57453.0,2023,Other Revenue,58110,1001,4790
2856,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Open Space,Revenue,Charges for Services,74957.0,74957.0,2023,Administrative Fees,58120,1001,4390
2857,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Parks,Open Space,Revenue,Other Revenue,3440.0,3440.0,2023,Revenue from Other Agencies,58120,1001,4780
2858,Governmental Activities,Special Revenue Funds,Open Space,Open Space,"Parks, Recreation & Libraries",Parks,Open Space,Revenue,Other Revenue,11661.0,11661.0,2023,Other Revenue,58120,2521,4790
2859,Governmental Activities,Capital Project Funds,Al Johnson Wildlife Area,Al Johnson Wildlife Area,"Parks, Recreation & Libraries",Parks,Open Space,Revenue,Use of Property and Money,62220.0,62220.0,2023,Lease Revenue,58120,3410,4490
2860,Governmental Activities,Capital Project Funds,Development Impact,City Wide Park,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,553000.0,553000.0,2023,Permit Fees - Park Construction,58130,3303,4608
2861,Governmental Activities,Capital Project Funds,Development Impact,City Wide Park,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,254172.0,254172.0,2023,Permit Fees - in Lieu,58130,3303,4609
2862,Governmental Activities,Capital Project Funds,Development Impact,City Wide Park - West Roseville SP,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,1377033.0,1377033.0,2023,Permit Fees - Park Construction,58130,3304,4608
2863,Governmental Activities,Capital Project Funds,Development Impact,City Wide Park - Sierra Vista SP,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,1093134.0,1093134.0,2023,Permit Fees - Park Construction,58130,3305,4608
2864,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - West Roseville SP,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,1587012.0,1587012.0,2023,Permit Fees - Neighborhood Park,58130,3311,4607
2865,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - West Roseville SP,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,408027.0,408027.0,2023,Permit Fees - Bike Trail,58130,3311,4611
2866,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Westbrook,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,179432.0,179432.0,2023,Permit Fees - Neighborhood Park,58130,3318,4607
2867,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Westbrook,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,10201.0,10201.0,2023,Permit Fees - in Lieu,58130,3318,4609
2868,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Westbrook,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,4573.0,4573.0,2023,Permit Fees - Bike Trail,58130,3318,4611
2869,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Sierra Vista,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,1492145.0,1492145.0,2023,Permit Fees - Neighborhood Park,58130,3319,4607
2870,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Sierra Vista,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,343451.0,343451.0,2023,Permit Fees - Bike Trail,58130,3319,4611
2871,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Campus Oaks,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,422513.0,422513.0,2023,Permit Fees - Neighborhood Park,58130,3321,4607
2872,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Creekview,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,356330.0,356330.0,2023,Permit Fees - Neighborhood Park,58130,3322,4607
2873,Governmental Activities,Capital Project Funds,Development Impact,Bike Trail - Creekview,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,131460.0,131460.0,2023,Permit Fees - Bike Trail,58130,3323,4611
2874,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Amoruso Ranch,"Parks, Recreation & Libraries",Parks,Park Development,Revenue,Capital Contributions from Developers and Governmental Activities,377585.0,377585.0,2023,Permit Fees - Neighborhood Park,58130,3324,4607
2875,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Adult Sports,Revenue,Charges for Services,328229.0,328229.0,2023,Recreation Program Revenue,58201,1001,4361
2876,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Adult Sports,Revenue,Charges for Services,26190.0,26190.0,2023,Parks and Recreation Use Fees,58201,1001,4363
2877,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Adult and Senior,Revenue,Charges for Services,54068.0,54068.0,2023,Recreation Program Revenue,58210,1001,4361
2878,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Youth and Teen,Revenue,Charges for Services,735044.0,735044.0,2023,Recreation Program Revenue,58220,1001,4361
2879,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Day Camps,Revenue,Charges for Services,223156.0,223156.0,2023,Recreation Program Revenue,58230,1001,4361
2880,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Day Camps,Revenue,Other Revenue,11000.0,11000.0,2023,Donations,58230,1001,4740
2881,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Day Camps,Revenue,Other Revenue,13959.0,13959.0,2023,Revenue from Other Agencies,58230,1001,4780
2882,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Community Events,Revenue,Charges for Services,165364.0,165364.0,2023,Recreation Program Revenue,58250,1001,4361
2883,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Community Events,Revenue,Charges for Services,3977.0,3977.0,2023,Parks and Recreation Use Fees,58250,1001,4363
2884,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Community Events,Revenue,Charges for Services,2250.0,2250.0,2023,Concession Charges,58250,1001,4366
2885,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Community Events,Revenue,Other Revenue,33250.0,33250.0,2023,Revenue from Other Agencies,58250,1001,4780
2886,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Aquatics,Revenue,Charges for Services,978197.0,978197.0,2023,Recreation Program Revenue,58260,1001,4361
2887,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Aquatics,Revenue,Charges for Services,479953.0,479953.0,2023,Parks and Recreation Use Fees,58260,1001,4363
2888,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Aquatics,Revenue,Charges for Services,6000.0,6000.0,2023,Concession Charges,58260,1001,4366
2889,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Mahany Fitness Center,Revenue,Charges for Services,224750.0,224750.0,2023,Recreation Program Revenue,58270,1001,4361
2890,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Mahany Fitness Center,Revenue,Charges for Services,199432.0,199432.0,2023,Parks and Recreation Use Fees,58270,1001,4363
2891,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Mahany Fitness Center,Revenue,Charges for Services,6500.0,6500.0,2023,Concession Charges,58270,1001,4366
2892,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Recreation,Maidu Community Center,Revenue,Charges for Services,179547.0,179547.0,2023,Parks and Recreation Use Fees,58280,1001,4363
2893,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Charges for Services,18620.0,18620.0,2023,Recreation Program Revenue,58301,1001,4361
2894,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Charges for Services,6500.0,6500.0,2023,Parks and Recreation Use Fees,58301,1001,4363
2895,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Charges for Services,3500.0,3500.0,2023,Concession Charges,58301,1001,4366
2896,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Charges for Services,19800.0,19800.0,2023,Administrative Fees,58301,1001,4390
2897,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Fines and Penalties,60000.0,60000.0,2023,Other Fines or Penalties,58301,1001,4590
2898,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Other Revenue,66400.0,66400.0,2023,Donations,58301,1001,4740
2899,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Other Revenue,43000.0,43000.0,2023,Revenue from Other Agencies,58301,1001,4780
2900,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Library,Revenue,Other Revenue,2500.0,2500.0,2023,Other Revenue,58301,1001,4790
2901,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Maidu Museum,Revenue,Charges for Services,143950.0,143950.0,2023,Recreation Program Revenue,58310,1001,4361
2902,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Maidu Museum,Revenue,Charges for Services,48663.0,48663.0,2023,Parks and Recreation Use Fees,58310,1001,4363
2903,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Maidu Museum,Revenue,Charges for Services,26700.0,26700.0,2023,Concession Charges,58310,1001,4366
2904,Governmental Activities,General Funds,General,General,"Parks, Recreation & Libraries",Library,Maidu Museum,Revenue,Other Revenue,5650.0,5650.0,2023,Donations,58310,1001,4740
2905,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Adventure Clubs,Revenue,Charges for Services,5176257.0,5176257.0,2023,Recreation Program Revenue,58401,6591,4361
2906,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Adventure Clubs,Revenue,Charges for Services,220000.0,220000.0,2023,Parks and Recreation Use Fees,58401,6591,4363
2907,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Adventure Clubs,Revenue,Use of Property and Money,2500.0,2500.0,2023,Lease Revenue,58401,6591,4490
2908,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Adventure Clubs,Revenue,Other Revenue,597000.0,597000.0,2023,Revenue from Other Agencies,58401,6591,4780
2909,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Preschool Education,Revenue,Charges for Services,651928.0,651928.0,2023,Recreation Program Revenue,58410,6591,4361
2910,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,Preschool Education,Revenue,Charges for Services,35600.0,35600.0,2023,Parks and Recreation Use Fees,58410,6591,4363
2911,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,After School Education Safety,Revenue,Other Revenue,289300.0,289300.0,2023,Revenue from Other Agencies,58420,6591,4780
2912,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,CDE Child Development,Revenue,Charges for Services,400000.0,400000.0,2023,Recreation Program Revenue,58430,6591,4361
2913,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,CDE Child Development,Revenue,Charges for Services,15000.0,15000.0,2023,Parks and Recreation Use Fees,58430,6591,4363
2914,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,CDE Child Development,Revenue,Grants and Contributions,200000.0,200000.0,2023,Federal Grants,58430,6591,4401
2915,Business Type Funds,Enterprise Funds,Youth Development,Youth Development,"Parks, Recreation & Libraries",Youth Development,CDE Child Development,Revenue,Grants and Contributions,300000.0,300000.0,2023,State Grants,58430,6591,4410
2916,Governmental Activities,Special Revenue Funds,Golf Course,Diamond Oaks,"Parks, Recreation & Libraries",Golf,Diamond Oaks,Revenue,Charges for Services,1320000.0,1320000.0,2023,Golf Operations,58501,2591,4351
2917,Governmental Activities,Special Revenue Funds,Golf Course,Woodcreek,"Parks, Recreation & Libraries",Golf,Woodcreek,Revenue,Charges for Services,1320000.0,1320000.0,2023,Golf Operations,58510,2594,4351
2918,Governmental Activities,General Funds,General,General,Public Works,Public Works Engineering,Public Works Engineering,Revenue,Charges for Services,7000.0,7000.0,2023,Permit Fees - Plan Check,62101,1001,4202
2919,Governmental Activities,General Funds,General,General,Public Works,Public Works Engineering,Public Works Engineering,Revenue,Other Revenue,6640.0,6640.0,2023,Other Revenue,62101,1001,4790
2920,Governmental Activities,Special Revenue Funds,State Gas Tax,Highway Users Tax,Public Works,Public Works Engineering,Public Works Engineering,Revenue,Taxes,4290867.0,4290867.0,2023,Highway Users Tax,62101,2305,4095
2921,Governmental Activities,Special Revenue Funds,State Gas Tax,Road Maintenance and Rehab,Public Works,Public Works Engineering,Public Works Engineering,Revenue,Other Revenue,3347966.0,3347966.0,2023,Revenue from Other Agencies,62101,2307,4780
2922,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Streets,Revenue,Licenses and Permits,25000.0,25000.0,2023,Highway Moving Permits,62301,1001,4155
2923,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Street Drainage,Revenue,Other Revenue,1800.0,1800.0,2023,Accident Recovery,62310,1001,4725
2924,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Paving,Revenue,Other Revenue,5200.0,5200.0,2023,Accident Recovery,62320,1001,4725
2925,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Street Signs,Revenue,Other Revenue,2500.0,2500.0,2023,Accident Recovery,62330,1001,4725
2926,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Street Markings,Revenue,Other Revenue,500.0,500.0,2023,Accident Recovery,62340,1001,4725
2927,Governmental Activities,General Funds,General,General,Public Works,Street Maintenance,Golf Lane Maintenance Sun City,Revenue,Licenses and Permits,10000.0,10000.0,2023,Other Licenses or Permits,62360,1001,4190
2928,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Administration,Revenue,Grants and Contributions,1444920.0,1444920.0,2023,Local Transportation Funds,62401,6511,4425
2929,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Administration,Revenue,Capital Contributions from Developers and Governmental Activities,45745.0,45745.0,2023,Permit Fees - Contribution for Non-Capital,62401,6511,4601
2930,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Administration,Revenue,Other Revenue,100.0,100.0,2023,Other Revenue,62401,6511,4790
2931,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Charges for Services,400000.0,400000.0,2023,Passenger Fares,62410,6511,4341
2932,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Grants and Contributions,1174792.0,1174792.0,2023,Federal Grants,62410,6511,4401
2933,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Grants and Contributions,1131460.0,1131460.0,2023,State Transit Assistance,62410,6511,4420
2934,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Grants and Contributions,3062929.0,3062929.0,2023,Local Transportation Funds,62410,6511,4425
2935,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Other Revenue,37000.0,37000.0,2023,Accident Recovery,62410,6511,4725
2936,Business Type Funds,Enterprise Funds,Local Transportation,Transit,Public Works,Alternative Transportation,Transit Services,Revenue,Other Revenue,121500.0,121500.0,2023,Advertising Revenue,62410,6511,4750
2937,Business Type Funds,Enterprise Funds,Local Transportation,Transportation,Public Works,Alternative Transportation,Transportation,Revenue,Charges for Services,350.0,350.0,2023,Administrative Fees,62440,6520,4390
2938,Business Type Funds,Enterprise Funds,Local Transportation,Transportation,Public Works,Alternative Transportation,Transportation,Revenue,Grants and Contributions,1852370.0,1852370.0,2023,Local Transportation Funds,62440,6520,4425
2939,Business Type Funds,Enterprise Funds,Local Transportation,Transportation,Public Works,Alternative Transportation,Transportation,Revenue,Capital Contributions from Developers and Governmental Activities,5000.0,5000.0,2023,Permit Fees - Contribution for Non-Capital,62440,6520,4601
2940,Business Type Funds,Enterprise Funds,Local Transportation,Transportation,Public Works,Alternative Transportation,Transportation,Revenue,Other Revenue,7000.0,7000.0,2023,Donations,62440,6520,4740
2941,Business Type Funds,Enterprise Funds,Local Transportation,Transportation,Public Works,Alternative Transportation,Transportation,Revenue,Other Revenue,20000.0,20000.0,2023,Revenue from Other Agencies,62440,6520,4780
2942,Business Type Funds,Enterprise Funds,Local Transportation,Consolidated Transit Services Agency,Public Works,Alternative Transportation,Consolidated Transit Services Agency,Revenue,Grants and Contributions,644834.0,644834.0,2023,Local Transportation Funds,62450,6540,4425
2943,Governmental Activities,General Funds,General,General,Public Works,Facility Maintenance,Prop Mgt - Rentals,Revenue,Use of Property and Money,167126.0,167126.0,2023,Rental Revenue,62501,1001,4480
2944,Governmental Activities,Internal Service Funds,Facilities,Facility Rehabilitation,Public Works,Facility Maintenance,Prop Mgt - Rentals,Revenue,Charges for Services,0.0,53400.0,2023,Internal Service Charges - Rates,62501,4065,4251
2945,Governmental Activities,Internal Service Funds,Facilities,Facility Services,Public Works,Facility Maintenance,Custodial Services,Revenue,Charges for Services,1706776.0,1706776.0,2023,Internal Service Charges - Rates,62510,4061,4251
2946,Governmental Activities,Internal Service Funds,Facilities,Facility Services,Public Works,Facility Maintenance,Building Maintenance,Revenue,Charges for Services,3744015.0,3744015.0,2023,Internal Service Charges - Rates,62520,4061,4251
2947,Governmental Activities,Internal Service Funds,Facilities,Facility Services,Public Works,Facility Maintenance,Building Maintenance,Revenue,Charges for Services,455300.0,455300.0,2023,Internal Service Charges - Demand,62520,4061,4253
2948,Governmental Activities,Internal Service Funds,Facilities,Facility Rehabilitation,Public Works,Facility Maintenance,Facility Rehabilitation,Revenue,Charges for Services,2482814.0,2482814.0,2023,Internal Service Charges - Rates,62530,4065,4251
2949,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Charges for Services,6324467.0,6324467.0,2023,Internal Service Charges - Rates,62601,4001,4251
2950,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Charges for Services,450000.0,450000.0,2023,Internal Service Charges - Demand,62601,4001,4253
2951,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Charges for Services,4327320.0,4327320.0,2023,Fuel Recovery,62601,4001,4257
2952,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Charges for Services,2400.0,2400.0,2023,Administrative Fees,62601,4001,4390
2953,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Use of Property and Money,30000.0,30000.0,2023,Rental Revenue,62601,4001,4480
2954,Governmental Activities,Internal Service Funds,Fleet,Fleet Services,Public Works,Fleet,Fleet,Revenue,Other Revenue,234000.0,234000.0,2023,Revenue from Other Agencies,62601,4001,4780
2955,Governmental Activities,Internal Service Funds,Fleet,Fleet Replacement,Public Works,Fleet,Fleet,Revenue,Charges for Services,7607829.0,7607829.0,2023,Internal Service Charges - Rates,62601,4005,4251
